LLM,Technique,QuestionID,Response
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,1,B
GPT-4o-mini,Basic_Prompting,1,A
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,C
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,2,B
GPT-4o-mini,Basic_Prompting,2,A
GPT-4o-mini,Basic_Prompting,3,A
GPT-4o-mini,Basic_Prompting,3,C
GPT-4o-mini,Basic_Prompting,3,B
GPT-4o-mini,Basic_Prompting,3,D
GPT-4o-mini,Basic_Prompting,3,E
GPT-4o-mini,Basic_Prompting,3,C
GPT-4o-mini,Basic_Prompting,3,A
GPT-4o-mini,Basic_Prompting,3,D
GPT-4o-mini,Basic_Prompting,3,C
GPT-4o-mini,Basic_Prompting,3,B
GPT-4o-mini,Basic_Prompting,3,A
GPT-4o-mini,Basic_Prompting,3,E
GPT-4o-mini,Basic_Prompting,3,C
GPT-4o-mini,Basic_Prompting,3,D
GPT-4o-mini,Basic_Prompting,3,B
GPT-4o-mini,Basic_Prompting,3,A
GPT-4o-mini,Basic_Prompting,3,C
GPT-4o-mini,Basic_Prompting,3,E
GPT-4o-mini,Basic_Prompting,3,A
GPT-4o-mini,Basic_Prompting,3,C
GPT-4o-mini,Basic_Prompting,3,B
GPT-4o-mini,Basic_Prompting,3,D
GPT-4o-mini,Basic_Prompting,3,E
GPT-4o-mini,Basic_Prompting,3,C
GPT-4o-mini,Basic_Prompting,3,A
GPT-4o-mini,Basic_Prompting,3,D
GPT-4o-mini,Basic_Prompting,3,B
GPT-4o-mini,Basic_Prompting,3,E
GPT-4o-mini,Basic_Prompting,3,A
GPT-4o-mini,Basic_Prompting,3,C
GPT-4o-mini,Basic_Prompting,3,B
GPT-4o-mini,Basic_Prompting,3,D
GPT-4o-mini,Basic_Prompting,3,E
GPT-4o-mini,Basic_Prompting,3,A
GPT-4o-mini,Basic_Prompting,3,C
GPT-4o-mini,Basic_Prompting,3,D
GPT-4o-mini,Basic_Prompting,3,B
GPT-4o-mini,Basic_Prompting,3,E
GPT-4o-mini,Basic_Prompting,3,A
GPT-4o-mini,Basic_Prompting,3,C
GPT-4o-mini,Basic_Prompting,3,B
GPT-4o-mini,Basic_Prompting,3,D
GPT-4o-mini,Basic_Prompting,3,E
GPT-4o-mini,Basic_Prompting,3,C
GPT-4o-mini,Basic_Prompting,3,A
GPT-4o-mini,Basic_Prompting,3,D
GPT-4o-mini,Basic_Prompting,3,B
GPT-4o-mini,Basic_Prompting,3,E
GPT-4o-mini,Basic_Prompting,3,A
GPT-4o-mini,Basic_Prompting,3,C
GPT-4o-mini,Basic_Prompting,3,D
GPT-4o-mini,Basic_Prompting,3,B
GPT-4o-mini,Basic_Prompting,3,E
GPT-4o-mini,Basic_Prompting,3,A
GPT-4o-mini,Basic_Prompting,3,C
GPT-4o-mini,Basic_Prompting,3,D
GPT-4o-mini,Basic_Prompting,3,B
GPT-4o-mini,Basic_Prompting,3,E
GPT-4o-mini,Basic_Prompting,3,A
GPT-4o-mini,Basic_Prompting,3,C
GPT-4o-mini,Basic_Prompting,3,D
GPT-4o-mini,Basic_Prompting,3,B
GPT-4o-mini,Basic_Prompting,3,E
GPT-4o-mini,Basic_Prompting,3,A
GPT-4o-mini,Basic_Prompting,3,C
GPT-4o-mini,Basic_Prompting,3,B
GPT-4o-mini,Basic_Prompting,3,D
GPT-4o-mini,Basic_Prompting,3,E
GPT-4o-mini,Basic_Prompting,3,A
GPT-4o-mini,Basic_Prompting,3,C
GPT-4o-mini,Basic_Prompting,3,D
